Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3373 019,13-Oct-20,Tuesday,8,Visa,CVC,?22,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,38.8,Barclays,0
#3447 619,14-Oct-20,Wednesday,19,MasterCard,PIN,?347,POS,Services,Russia,Russia,United Kingdom,M,53.8,RBS,0
#3511 423,14-Oct-20,Wednesday,21,MasterCard,PIN,?394,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60.4,Monzo,0
#2574 537,13-Oct-20,Tuesday,16,Visa,CVC,?25,Online,Subscription,China,China,China,F,39.8,Metro,0
#3580 486,13-Oct-20,Tuesday,15,Visa,CVC,?21,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,38.2,RBS,0
#3263 322,14-Oct-20,Wednesday,11,MasterCard,PIN,?9,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,68.9,Lloyds,0
#3201 336,14-Oct-20,Wednesday,22,Visa,PIN,?35,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,69.2,Lloyds,0
#3463 381,13-Oct-20,Tuesday,9,Visa,CVC,?23,Online,Food,Russia,Russia,Russia,F,26.3,Monzo,0
#3127 649,13-Oct-20,Tuesday,19,Visa,Tap,?24,POS,Services,Russia,Russia,Russia,M,31.5,Barclays,0
#3611 905,14-Oct-20,Wednesday,8,MasterCard,CVC,?299,Online,Electronics,Russia,Russia,Russia,F,33.3,Lloyds,0
#3672 225,14-Oct-20,Wednesday,21,Visa,Tap,?16,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,40.2,Barclays,0
#2617 037,13-Oct-20,Tuesday,8,MasterCard,Tap,?15,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,40.4,Monzo,0
#3460 589,14-Oct-20,Wednesday,14,Visa,PIN,?12,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,33.4,RBS,0
#3209 057,13-Oct-20,Tuesday,15,Visa,PIN,?179,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,55.6,RBS,0
#2898 192,14-Oct-20,Wednesday,12,Visa,Tap,?23,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,29.8,Barclays,0
#3650 744,14-Oct-20,Wednesday,21,MasterCard,Tap,?27,POS,Fashion,United Kingdom,India,United Kingdom,M,51.7,Lloyds,0
#3472 341,14-Oct-20,Wednesday,10,Visa,Tap,?22,POS,Gaming,Russia,Russia,United Kingdom,F,32.9,Barclays,1
#2989 953,13-Oct-20,Tuesday,17,MasterCard,Tap,?18,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,57.8,Metro,0
#3470 050,14-Oct-20,Wednesday,23,MasterCard,PIN,?133,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,55.4,RBS,0
#2872 686,13-Oct-20,Tuesday,11,MasterCard,PIN,?154,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,52.6,HSBC,0
#3432 654,13-Oct-20,Tuesday,21,MasterCard,PIN,?23,ATM,Children,China,China,China,M,42.3,Barclays,0
#2569 828,13-Oct-20,Tuesday,19,Visa,PIN,?361,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,65.9,Lloyds,0
#2740 864,13-Oct-20,Tuesday,18,MasterCard,CVC,?17,Online,Restaurant,India,India,United Kingdom,F,63.1,Monzo,1
#2763 581,13-Oct-20,Tuesday,10,MasterCard,PIN,?247,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,29.6,Lloyds,0
#3198 798,14-Oct-20,Wednesday,20,MasterCard,PIN,?6,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,42.2,Barclays,0
#3110 310,13-Oct-20,Tuesday,20,MasterCard,CVC,?345,Online,Food,China,China,China,F,42.1,HSBC,0
#2595 554,13-Oct-20,Tuesday,20,Visa,CVC,?25,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47,Halifax,0
#3083 171,14-Oct-20,Wednesday,1,MasterCard,CVC,?29,Online,Restaurant,United Kingdom,USA,United Kingdom,M,41.9,HSBC,1
#3122 670,14-Oct-20,Wednesday,8,MasterCard,Tap,?29,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,34.5,Barclays,0
#3544 235,13-Oct-20,Tuesday,19,Visa,CVC,?97,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,40.8,Metro,0
#3173 793,13-Oct-20,Tuesday,12,Visa,PIN,?16,ATM,Children,United Kingdom,India,United Kingdom,F,45.6,Metro,1
#2868 721,14-Oct-20,Wednesday,22,MasterCard,PIN,?151,POS,Services,China,China,United Kingdom,F,40.1,RBS,0
#3634 525,13-Oct-20,Tuesday,18,MasterCard,Tap,?8,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,29,Monzo,0
#3523 734,13-Oct-20,Tuesday,19,MasterCard,PIN,?41,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,37.5,Monzo,0
#2614 950,14-Oct-20,Wednesday,8,Visa,PIN,?15,ATM,Gaming,United Kingdom,USA,United Kingdom,F,49.5,Barclays,0
#3202 747,13-Oct-20,Tuesday,19,MasterCard,PIN,?15,ATM,Entertainment,United Kingdom,China,United Kingdom,F,56.6,Barlcays,0
#2955 081,14-Oct-20,Wednesday,15,Visa,Tap,?27,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,47.4,RBS,0
#3412 351,13-Oct-20,Tuesday,11,Visa,Tap,?25,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,45.2,Barclays,0
#2742 488,14-Oct-20,Wednesday,14,MasterCard,PIN,?320,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,43.1,Monzo,0
#2931 419,14-Oct-20,Wednesday,7,MasterCard,PIN,?6,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,37.5,Barclays,0
#3320 517,14-Oct-20,Wednesday,19,Visa,Tap,?17,POS,Entertainment,USA,USA,United Kingdom,M,38.4,Barclays,1
#3234 967,13-Oct-20,Tuesday,11,MasterCard,PIN,?20,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,49.9,Barclays,0
#2644 703,13-Oct-20,Tuesday,18,MasterCard,PIN,?98,ATM,Entertainment,India,India,India,F,44.3,Barlcays,0
#3635 566,13-Oct-20,Tuesday,16,Visa,PIN,?138,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,29.9,HSBC,0
#3477 942,13-Oct-20,Tuesday,11,MasterCard,CVC,?342,Online,Entertainment,USA,USA,USA,F,57.4,Lloyds,0
#2698 684,14-Oct-20,Wednesday,13,Visa,CVC,?24,Online,Electronics,Russia,Russia,Russia,M,45,Halifax,0
#2778 586,14-Oct-20,Wednesday,20,Visa,CVC,?77,Online,Restaurant,USA,USA,United Kingdom,F,33.5,Barclays,0
#2600 283,13-Oct-20,Tuesday,13,MasterCard,PIN,?5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,45.4,RBS,0
#2876 629,14-Oct-20,Wednesday,11,MasterCard,Tap,?13,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.5,RBS,0
#3075 629,14-Oct-20,Wednesday,21,MasterCard,PIN,?288,ATM,Services,United Kingdom,Russia,United Kingdom,M,34,Barlcays,0
#2652 139,13-Oct-20,Tuesday,21,Visa,CVC,?362,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,32,Barclays,0
#3238 456,13-Oct-20,Tuesday,5,Visa,CVC,?9,Online,Children,Russia,Russia,United Kingdom,F,52.1,Barlcays,1
#3195 802,14-Oct-20,Wednesday,7,Visa,PIN,?394,POS,Products,United Kingdom,Russia,United Kingdom,M,64.7,RBS,0
#2663 706,13-Oct-20,Tuesday,21,Visa,PIN,?29,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,47.3,RBS,0
#3615 863,13-Oct-20,Tuesday,17,Visa,PIN,?385,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,53.2,RBS,0
#2576 127,14-Oct-20,Wednesday,22,Visa,PIN,?11,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,47.5,HSBC,0
#3098 687,14-Oct-20,Wednesday,14,Visa,PIN,?199,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,52.5,HSBC,0
#3460 606,14-Oct-20,Wednesday,20,Visa,Tap,?22,POS,Products,Russia,Russia,Russia,F,56.7,RBS,0
#2989 291,14-Oct-20,Wednesday,14,Visa,PIN,?233,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,43.3,Barclays,0
#3366 119,14-Oct-20,Wednesday,9,Visa,CVC,?30,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,41,Barclays,0
#2893 765,13-Oct-20,Tuesday,16,MasterCard,CVC,?22,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,58.2,Metro,0
#2994 339,13-Oct-20,Tuesday,21,Visa,CVC,?25,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,45.4,Barclays,0
#2949 236,14-Oct-20,Wednesday,10,MasterCard,PIN,?28,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,36.6,Barclays,0
#3052 179,13-Oct-20,Tuesday,9,MasterCard,PIN,?23,ATM,Entertainment,United Kingdom,USA,United Kingdom,M,45.1,Metro,0
#3144 426,14-Oct-20,Wednesday,23,MasterCard,CVC,?199,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.9,Barclays,0
#2987 245,13-Oct-20,Tuesday,18,MasterCard,PIN,?306,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,21.8,Barlcays,0
#3153 801,14-Oct-20,Wednesday,14,Visa,CVC,?5,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,51.1,Monzo,0
#2725 103,14-Oct-20,Wednesday,15,Visa,Tap,?21,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,35.6,HSBC,0
#2678 069,13-Oct-20,Tuesday,19,Visa,Tap,?18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,40.7,Lloyds,0
#2688 553,14-Oct-20,Wednesday,7,Visa,CVC,?153,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,68.3,Lloyds,0
#2996 701,13-Oct-20,Tuesday,9,MasterCard,CVC,?150,Online,Services,India,India,United Kingdom,M,49.6,Halifax,0
#3297 816,13-Oct-20,Tuesday,4,MasterCard,Tap,?24,POS,Fashion,India,India,United Kingdom,M,73.8,Barclays,1
#3482 329,14-Oct-20,Wednesday,11,Visa,CVC,?176,Online,Services,United Kingdom,Russia,United Kingdom,F,36.8,Barclays,0
#2789 114,13-Oct-20,Tuesday,19,MasterCard,CVC,?21,Online,Fashion,India,India,United Kingdom,M,37.4,Barlcays,1
#2989 554,13-Oct-20,Tuesday,19,MasterCard,CVC,?296,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,52.8,Barclays,0
#2853 703,13-Oct-20,Tuesday,22,MasterCard,PIN,?143,ATM,Electronics,Russia,Russia,United Kingdom,F,42.4,Barclays,0
#3543 266,14-Oct-20,Wednesday,10,Visa,PIN,?307,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,40.7,Barclays,0
#3097 673,13-Oct-20,Tuesday,15,Visa,PIN,?7,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,52,Barlcays,0
#2999 037,14-Oct-20,Wednesday,16,MasterCard,CVC,?26,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,30.2,Barclays,0
#3097 488,13-Oct-20,Tuesday,18,Visa,CVC,?246,Online,Children,India,India,India,M,47.3,Monzo,0
#2873 220,13-Oct-20,Tuesday,20,Visa,CVC,?253,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,43.1,Barclays,0
#3254 477,14-Oct-20,Wednesday,10,Visa,PIN,?175,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,37.9,Monzo,0
#3093 900,14-Oct-20,Wednesday,11,Visa,CVC,?25,Online,Services,India,India,United Kingdom,F,33.1,Monzo,1
#2642 871,13-Oct-20,Tuesday,16,Visa,CVC,?230,Online,Gaming,United Kingdom,Russia,United Kingdom,M,44.8,Lloyds,0
#2704 238,13-Oct-20,Tuesday,16,Visa,Tap,?28,POS,Products,India,India,India,M,42.1,Halifax,0
#3067 865,13-Oct-20,Tuesday,15,Visa,CVC,?288,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,64.7,Lloyds,0
#3594 411,13-Oct-20,Tuesday,15,MasterCard,PIN,?16,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,47.9,Barclays,0
#3305 178,14-Oct-20,Wednesday,17,MasterCard,CVC,?288,Online,Gaming,United Kingdom,Russia,United Kingdom,M,43.4,Lloyds,0
#3618 849,13-Oct-20,Tuesday,9,Visa,CVC,?398,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,56.2,Lloyds,0
#3184 222,13-Oct-20,Tuesday,7,Visa,PIN,?221,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,46,Halifax,0
#3486 579,14-Oct-20,Wednesday,10,MasterCard,PIN,?16,ATM,Electronics,Russia,Russia,Russia,F,46.6,Lloyds,0
#2906 739,13-Oct-20,Tuesday,16,Visa,PIN,?25,ATM,Children,China,China,China,M,60.3,Lloyds,0
#3522 589,13-Oct-20,Tuesday,16,MasterCard,CVC,?18,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,20.4,Lloyds,0
#3643 591,13-Oct-20,Tuesday,11,Visa,CVC,?16,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,55.3,Halifax,0
#2550 151,13-Oct-20,Tuesday,13,Visa,PIN,?19,ATM,,United Kingdom,United Kingdom,United Kingdom,F,52.9,Barclays,0
#3513 515,13-Oct-20,Tuesday,11,MasterCard,CVC,?16,Online,Fashion,United Kingdom,USA,United Kingdom,M,63.4,Metro,1
#3446 942,13-Oct-20,Tuesday,21,Visa,Tap,?22,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,38.4,Monzo,0
#2635 329,13-Oct-20,Tuesday,20,Visa,PIN,?46,POS,Electronics,USA,USA,United Kingdom,M,66.4,HSBC,0
#3635 132,14-Oct-20,Wednesday,8,MasterCard,PIN,?392,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,43.9,RBS,0
#3667 721,14-Oct-20,Wednesday,7,Visa,Tap,?26,POS,Products,China,China,China,F,55.1,Lloyds,0
#2673 402,14-Oct-20,Wednesday,23,Visa,PIN,?260,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,31,HSBC,0
#3305 723,13-Oct-20,Tuesday,11,MasterCard,CVC,?30,Online,Entertainment,India,India,India,F,29.6,Metro,0
#2675 621,14-Oct-20,Wednesday,8,Visa,PIN,?329,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,52.7,Barclays,0
#3561 011,14-Oct-20,Wednesday,20,Visa,Tap,?9,POS,Gaming,United Kingdom,USA,United Kingdom,F,48.8,Monzo,0
#2951 883,14-Oct-20,Wednesday,21,MasterCard,CVC,?6,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,47.1,Barlcays,0
#3468 050,14-Oct-20,Wednesday,14,Visa,CVC,?359,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,24.9,Barclays,0
#2972 170,13-Oct-20,Tuesday,18,Visa,PIN,?346,ATM,Children,USA,USA,United Kingdom,F,27,HSBC,0
#2972 199,14-Oct-20,Wednesday,19,Visa,PIN,?5,ATM,Food,United Kingdom,USA,United Kingdom,M,42.4,Metro,0
#2757 600,13-Oct-20,Tuesday,7,MasterCard,PIN,?14,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,38.9,Metro,0
#2563 316,14-Oct-20,Wednesday,20,MasterCard,PIN,?16,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,37.8,Halifax,0
#2968 502,14-Oct-20,Wednesday,8,Visa,CVC,?32,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,42.1,Metro,0
#2686 254,13-Oct-20,Tuesday,20,Visa,CVC,?291,Online,Products,Russia,Russia,Russia,M,39.3,Barlcays,0
#3125 516,13-Oct-20,Tuesday,9,MasterCard,CVC,?361,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,46.3,Metro,0
#2648 923,14-Oct-20,Wednesday,17,MasterCard,PIN,?395,POS,Electronics,USA,USA,USA,M,45.2,Barclays,0
#3570 398,13-Oct-20,Tuesday,18,MasterCard,CVC,?26,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,40.7,Monzo,0
#3092 436,14-Oct-20,Wednesday,18,MasterCard,PIN,?169,ATM,Services,Russia,Russia,Russia,F,48.6,Barlcays,0
#3303 897,13-Oct-20,Tuesday,13,Visa,PIN,?357,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,42.8,Lloyds,0
#3293 336,13-Oct-20,Tuesday,6,Visa,CVC,?19,Online,Children,United Kingdom,USA,United Kingdom,M,41.6,Barclays,1
#3375 673,13-Oct-20,Tuesday,7,Visa,CVC,?265,Online,Fashion,United Kingdom,China,United Kingdom,F,51.2,Monzo,0
#3657 901,13-Oct-20,Tuesday,13,MasterCard,CVC,?279,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,61.1,RBS,0
#3062 067,13-Oct-20,Tuesday,14,MasterCard,PIN,?25,ATM,Gaming,China,China,China,M,48,Barclays,0
#3352 850,13-Oct-20,Tuesday,9,Visa,PIN,?17,ATM,Entertainment,United Kingdom,USA,United Kingdom,M,41.6,Barlcays,0
#2882 392,13-Oct-20,Tuesday,12,Visa,PIN,?389,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,38.8,Monzo,0
#3251 369,14-Oct-20,Wednesday,17,MasterCard,PIN,?85,POS,Products,United Kingdom,USA,United Kingdom,M,53.8,Barclays,0
#2959 010,13-Oct-20,Tuesday,14,MasterCard,PIN,?32,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,47.7,Barclays,0
#3502 695,13-Oct-20,Tuesday,8,Visa,CVC,?153,Online,Children,United Kingdom,China,United Kingdom,F,49.1,Barclays,0
#3458 473,14-Oct-20,Wednesday,7,MasterCard,PIN,?74,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,64.9,Monzo,0
#3393 955,13-Oct-20,Tuesday,17,Visa,PIN,?228,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,47.6,Lloyds,0
#3207 473,13-Oct-20,Tuesday,15,Visa,CVC,?185,Online,Entertainment,USA,USA,USA,F,41.6,Barclays,0
#3369 602,14-Oct-20,Wednesday,11,Visa,Tap,?17,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,40.9,Barclays,0
#3139 043,13-Oct-20,Tuesday,8,Visa,PIN,?131,POS,Children,United Kingdom,China,United Kingdom,F,40.8,RBS,0
#2602 106,13-Oct-20,Tuesday,10,Visa,CVC,?366,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,41.7,Monzo,0
#3456 271,14-Oct-20,Wednesday,21,MasterCard,Tap,?9,POS,Children,United Kingdom,China,United Kingdom,M,66.9,Barlcays,1
#3031 665,13-Oct-20,Tuesday,11,Visa,PIN,?26,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,42.8,HSBC,0
#3144 796,14-Oct-20,Wednesday,11,Visa,PIN,?23,POS,Products,China,China,China,M,42.4,Lloyds,0
#2710 286,14-Oct-20,Wednesday,21,MasterCard,PIN,?18,ATM,Restaurant,United Kingdom,Russia,United Kingdom,F,36.4,Metro,0
#3143 248,13-Oct-20,Tuesday,15,Visa,CVC,?100,Online,Subscription,Russia,Russia,Russia,F,51.8,Halifax,0
#2670 031,14-Oct-20,Wednesday,23,MasterCard,PIN,?325,POS,Services,United Kingdom,India,United Kingdom,F,53.5,RBS,0
#3116 875,14-Oct-20,Wednesday,20,Visa,PIN,?138,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,52.1,Metro,0
#3321 338,14-Oct-20,Wednesday,6,Visa,CVC,?10,Online,Fashion,China,China,United Kingdom,M,27.9,Halifax,1
#3290 993,14-Oct-20,Wednesday,19,Visa,PIN,?18,ATM,Electronics,China,China,China,F,47.2,Barlcays,0
#3279 684,14-Oct-20,Wednesday,11,Visa,PIN,?7,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,53.1,Monzo,0
#2746 707,13-Oct-20,Tuesday,8,Visa,Tap,?30,POS,Subscription,China,China,United Kingdom,M,55.3,Halifax,0
#3211 156,14-Oct-20,Wednesday,14,MasterCard,PIN,?10,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,57.9,RBS,0
#2829 850,13-Oct-20,Tuesday,11,Visa,Tap,?14,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,41.2,Monzo,0
#2783 808,13-Oct-20,Tuesday,17,Visa,PIN,?347,POS,Food,USA,USA,USA,M,53.4,Barclays,0
#2925 084,13-Oct-20,Tuesday,12,Visa,Tap,?6,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,29.9,Barclays,0
#2796 080,13-Oct-20,Tuesday,21,MasterCard,CVC,?394,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,41.2,Barlcays,0
#2789 948,13-Oct-20,Tuesday,20,MasterCard,Tap,?10,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,48.7,Barclays,0
#3516 131,14-Oct-20,Wednesday,7,Visa,Tap,?6,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,21.9,Barlcays,0
#2821 542,14-Oct-20,Wednesday,13,MasterCard,CVC,?341,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,38.9,HSBC,0
#3359 711,14-Oct-20,Wednesday,20,MasterCard,PIN,?192,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,30.7,Lloyds,0
#3012 265,13-Oct-20,Tuesday,16,MasterCard,Tap,?9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,45.6,Barclays,0
#3576 511,14-Oct-20,Wednesday,11,MasterCard,PIN,?29,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,57.2,Halifax,0
#2979 417,13-Oct-20,Tuesday,20,MasterCard,PIN,?352,POS,Products,United Kingdom,Russia,United Kingdom,M,30.5,HSBC,0
#3104 969,14-Oct-20,Wednesday,7,Visa,Tap,?9,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,41.2,Monzo,0
#3454 091,14-Oct-20,Wednesday,18,Visa,PIN,?175,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,39.6,Halifax,0
#3649 996,13-Oct-20,Tuesday,19,Visa,Tap,?28,POS,Restaurant,Russia,Russia,United Kingdom,M,34.1,Barlcays,1
#3420 189,14-Oct-20,Wednesday,17,Visa,Tap,?11,POS,Entertainment,United Kingdom,China,United Kingdom,F,43.1,Halifax,0
#2834 397,14-Oct-20,Wednesday,7,Visa,PIN,?24,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,36.5,Monzo,0
#3231 960,13-Oct-20,Tuesday,16,MasterCard,CVC,?29,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,38.2,Halifax,0
#2752 303,14-Oct-20,Wednesday,5,Visa,PIN,?16,ATM,Subscription,India,India,United Kingdom,M,45,Halifax,1
#3212 046,14-Oct-20,Wednesday,16,Visa,Tap,?10,POS,Entertainment,India,India,India,F,32.2,Metro,0
#3063 953,13-Oct-20,Tuesday,22,MasterCard,PIN,?29,ATM,Electronics,China,China,China,F,55,Barclays,0
#3358 822,13-Oct-20,Tuesday,9,Visa,CVC,?14,Online,Food,United Kingdom,Russia,United Kingdom,M,40.5,HSBC,0
#2741 522,13-Oct-20,Tuesday,7,MasterCard,Tap,?7,POS,Children,United Kingdom,Russia,United Kingdom,F,57.5,Barclays,0
#2765 658,13-Oct-20,Tuesday,8,Visa,CVC,?60,Online,Electronics,China,China,China,M,38,Barclays,0
#3620 798,13-Oct-20,Tuesday,13,Visa,Tap,?11,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,29.6,Metro,0
#3205 057,14-Oct-20,Wednesday,23,Visa,PIN,?42,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,53.9,Lloyds,0
#3366 503,14-Oct-20,Wednesday,18,MasterCard,CVC,?368,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,42.6,Lloyds,0
#2683 796,14-Oct-20,Wednesday,11,Visa,PIN,?207,ATM,Restaurant,China,China,United Kingdom,M,51.5,Barclays,0
#2775 687,13-Oct-20,Tuesday,22,MasterCard,Tap,?12,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,36.8,Halifax,0
#3237 514,14-Oct-20,Wednesday,15,MasterCard,PIN,?336,ATM,Subscription,China,China,China,M,27.1,Lloyds,0
#2686 287,14-Oct-20,Wednesday,6,Visa,PIN,?27,ATM,Services,Russia,Russia,United Kingdom,M,41.9,Monzo,1
#2789 755,13-Oct-20,Tuesday,19,Visa,CVC,?77,Online,Electronics,United Kingdom,China,United Kingdom,M,49.1,Metro,0
#2771 534,13-Oct-20,Tuesday,14,Visa,PIN,?388,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,47.6,Lloyds,0
#2592 049,14-Oct-20,Wednesday,18,MasterCard,CVC,?14,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,53.5,RBS,0
#3668 437,13-Oct-20,Tuesday,7,Visa,PIN,?26,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,50.1,Barclays,0
#3495 306,13-Oct-20,Tuesday,23,Visa,Tap,?26,POS,Food,United Kingdom,India,United Kingdom,M,52.3,Metro,0
#3164 555,14-Oct-20,Wednesday,17,Visa,PIN,?380,ATM,Fashion,Russia,Russia,United Kingdom,F,47.9,Monzo,0
#2572 790,13-Oct-20,Tuesday,22,Visa,CVC,?29,Online,Children,India,India,India,M,41.5,Halifax,0
#2888 366,14-Oct-20,Wednesday,10,Visa,CVC,?12,Online,Electronics,United Kingdom,India,United Kingdom,F,42,Lloyds,0
#3008 067,14-Oct-20,Wednesday,8,Visa,CVC,?250,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,51.3,Monzo,0
#3527 735,13-Oct-20,Tuesday,23,Visa,PIN,?9,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,38,RBS,0
#2613 567,13-Oct-20,Tuesday,18,Visa,CVC,?252,Online,Children,Russia,Russia,Russia,M,34.7,HSBC,0
#3081 375,13-Oct-20,Tuesday,7,MasterCard,PIN,?160,ATM,Gaming,Russia,Russia,United Kingdom,F,34.5,Lloyds,0
#3550 209,14-Oct-20,Wednesday,14,MasterCard,PIN,?8,ATM,Children,USA,USA,USA,F,19.2,Barlcays,0
#2651 825,14-Oct-20,Wednesday,12,Visa,CVC,?18,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,41.8,Lloyds,0
#3220 441,13-Oct-20,Tuesday,13,MasterCard,CVC,?19,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,34.6,HSBC,0
#2773 724,14-Oct-20,Wednesday,18,MasterCard,CVC,?35,Online,Electronics,China,United Kingdom,China,F,35.5,Halifax,0
#3471 840,13-Oct-20,Tuesday,22,MasterCard,PIN,?6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,27.1,Barclays,0
#2550 715,14-Oct-20,Wednesday,15,Visa,PIN,?243,ATM,Products,Russia,Russia,Russia,,41,Barclays,0
#3208 483,14-Oct-20,Wednesday,21,MasterCard,PIN,?13,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,39.6,Lloyds,0
#2981 316,13-Oct-20,Tuesday,18,MasterCard,PIN,?342,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,33.9,HSBC,0
